品牌名称,生成时间,人群包名称,逻辑单元数
雅培,2019-02-26,0226v11】超I浅I,5
雅培,2019-02-26,0226v13】非超I深I,5
雅培,2019-02-26,0226v14】非超I浅I,5
雅培,2019-02-26,0226v17】旗店PL活跃,3
雅培,2019-02-26,0226v18】旗店PL非活,3
雅培,2019-02-26,0226v20】非店PL活跃,3
雅培,2019-02-26,0226v21】非店PL非活,3
阿迪达斯,2019-02-27,0203v2】旗店之A1,11
阿迪达斯,2019-02-27,0203v2】旗店之A2,11
阿迪达斯,2019-02-27,0203v3】非店之A,11
阿迪达斯,2019-02-27,0203v4】旗店深A1,8
阿迪达斯,2019-02-27,0226【辅】超级用户,4
阿迪达斯,2019-02-27,0226v2】旗店之A1,11
阿迪达斯,2019-02-27,0226v2】旗店之A2,11
阿迪达斯,2019-02-27,0226v3】非店之A,11
阿迪达斯,2019-02-27,0226v4】旗店深A1,8
阿迪达斯,2019-02-27,0226v4】旗店深A2,8
阿迪达斯,2019-02-27,0226v8】非店之I,5
阿迪达斯,2019-02-27,0226v10】超I深I,7
阿迪达斯,2019-02-27,0226v11】超I浅I,7
阿迪达斯,2019-02-27,0226v13】非超I深I,7
阿迪达斯,2019-02-27,0226v14】非超I浅I,7
阿迪达斯,2019-02-27,0226v17】旗店PL活跃,19
阿迪达斯,2019-02-27,0226v18】旗店PL非活,19
阿迪达斯,2019-02-27,0226v20】非店PL活跃,19
阿迪达斯,2019-02-27,0226v21】非店PL非活,19
OLay,2019-03-04,0228【辅】旗店深A行为,7
OLay,2019-03-04,0228【辅】旗舰店A行为,10
OLay,2019-03-04,0228【辅】旗店深A行为,7
OLay,2019-03-04,0228【辅】旗舰店A行为,10
OLay,2019-03-04,0228【辅】旗舰店I行为,3
OLay,2019-03-04,0228【辅】超级用户,4
OLay,2019-03-04,0228【辅】活跃ZDY,17
OLay,2019-03-04,0228v1】全渠道A,2
OLay,2019-03-04,0303【辅】进店ZDY,3
OLay,2019-03-04,0303v0】零人群,2
锐步,2019-03-04,0302【辅】旗店深A行为,7
锐步,2019-03-04,0302【辅】旗舰店A行为,10
锐步,2019-03-04,0302【辅】旗店深A行为,7
锐步,2019-03-04,0302【辅】旗舰店A行为,10
锐步,2019-03-04,0302【辅】旗舰店I行为,3
锐步,2019-03-04,0302【辅】超级用户,4
锐步,2019-03-04,0302【辅】活跃ZDY,17
锐步,2019-03-04,0302v1】全渠道A,2
OLay,2019-03-04,0228v1】全渠道A,2
OLay,2019-03-04,0228v3】非店之A,3
OLay,2019-03-04,0228v4】旗店深A,4
OLay,2019-03-04,0228v5】旗店浅A,4
OLay,2019-03-04,0228v6】全渠道I,2
OLay,2019-03-04,0228v8】非店之I,3
OLay,2019-03-04,0228v10】超I深I,5
OLay,2019-03-04,0228v11】超I浅I,5
OLay,2019-03-04,0228v13】非超I深I,5
OLay,2019-03-04,0228v14】非超I浅I,5
OLay,2019-03-04,0228v15】全部PL,1
OLay,2019-03-04,0228v17】旗店PL活跃,3
OLay,2019-03-04,0228v18】旗店PL非活,3
OLay,2019-03-04,0228v20】非店PL活跃,3
OLay,2019-03-04,0228v21】非店PL非活,3
锐步,2019-03-04,0302v1】全渠道A,2
锐步,2019-03-04,0302v3】非店之A,3
锐步,2019-03-04,0302v4】旗店深A,4
锐步,2019-03-04,0302v5】旗店浅A,4
锐步,2019-03-04,0302v6】全渠道I,2
锐步,2019-03-04,0302v8】非店之I,3
锐步,2019-03-04,0302v10】超I深I,5
锐步,2019-03-04,0302v11】超I浅I,5
锐步,2019-03-04,0302v13】非超I深I,5
锐步,2019-03-04,0302v14】非超I浅I,5
锐步,2019-03-04,0302v15】全部PL,1
锐步,2019-03-04,0302v17】旗店PL活跃,3
锐步,2019-03-04,0302v18】旗店PL非活,3
锐步,2019-03-04,0302v20】非店PL活跃,3
锐步,2019-03-04,0302v21】非店PL非活,3
锐步,2019-03-04,0303【辅】进店ZDY,3
锐步,2019-03-04,0303v0】零人群,2
锐步,2019-03-04,0302-0303非店AxX曝光,2
锐步,2019-03-04,0303【辅】进店ZDY,3
锐步,2019-03-04,0303v0】零人群,2
锐步,2019-03-04,0302-0303非店AxX曝光,2
锐步,2019-03-04,0302-0303深度AxX曝光,2
锐步,2019-03-04,0302-0303浅度AxX曝光,2
锐步,2019-03-04,0302-0303非店IxX曝光,2
锐步,2019-03-04,0302-0303超级IxX曝光,3
锐步,2019-03-04,0302-0303深度IxX曝光,2
锐步,2019-03-04,0302-0303浅度IxX曝光,2
锐步,2019-03-04,0302-0303旗店活跃PLxX曝光,2
锐步,2019-03-04,0302-0303旗店非活PLxX曝光,2
锐步,2019-03-04,0302-0303非店活跃PLxX曝光,2
锐步,2019-03-04,0302-0303非店非活PLxX曝光,2
锐步,2019-03-04,0302-0303非店AxX收藏,2
锐步,2019-03-04,0302-0303深度AxX收藏,2
锐步,2019-03-04,0302-0303浅度AxX收藏,2
锐步,2019-03-04,0302-0303非店IxX收藏,2
锐步,2019-03-04,0302-0303超级IxX收藏,3
锐步,2019-03-04,0302-0303深度IxX收藏,2
锐步,2019-03-04,0302-0303浅度IxX收藏,2
OLay,2019-03-04,0228-0303非店AxX曝光,2
OLay,2019-03-04,0228-0303深度AxX曝光,2
OLay,2019-03-04,0228-0303浅度AxX曝光,2
OLay,2019-03-04,0228-0303非店IxX曝光,2
OLay,2019-03-04,0228-0303超级IxX曝光,3
OLay,2019-03-04,0228-0303深度IxX曝光,2
OLay,2019-03-04,0228-0303浅度IxX曝光,2
OLay,2019-03-04,0228-0303旗店活跃PLxX曝光,2
OLay,2019-03-04,0228-0303旗店非活PLxX曝光,2
OLay,2019-03-04,0228-0303非店活跃PLxX曝光,2
OLay,2019-03-04,0228-0303非店非活PLxX曝光,2
OLay,2019-03-04,0228-0303非店AxX收藏,2
OLay,2019-03-04,0228-0303深度AxX收藏,2
OLay,2019-03-04,0228-0303浅度AxX收藏,2
OLay,2019-03-04,0228-0303非店IxX收藏,2
OLay,2019-03-04,0228-0303超级IxX收藏,3
OLay,2019-03-04,0228-0303深度IxX收藏,2
OLay,2019-03-04,0228-0303浅度IxX收藏,2
OLay,2019-03-04,0228-0303旗店活跃PLxX收藏,2
OLay,2019-03-04,0228-0303旗店非活PLxX收藏,2
OLay,2019-03-04,0228-0303非店活跃PLxX收藏,2
OLay,2019-03-04,0228-0303非店非活PLxX收藏,2
OLay,2019-03-04,0228-0303非店AxX加购,2
OLay,2019-03-04,0228-0303深度AxX加购,2
OLay,2019-03-04,0228-0303浅度AxX加购,2
OLay,2019-03-04,0228-0303非店IxX加购,2
OLay,2019-03-04,0228-0303超级IxX加购,3
OLay,2019-03-04,0228-0303深度IxX加购,2
OLay,2019-03-04,0228-0303浅度IxX加购,2
OLay,2019-03-04,0228-0303旗店活跃PLxX加购,2
OLay,2019-03-04,0228-0303旗店非活PLxX加购,2
OLay,2019-03-04,0228-0303非店活跃PLxX加购,2
OLay,2019-03-04,0228-0303非店非活PLxX加购,2
OLay,2019-03-04,0228-0303非店AxX进店,2
OLay,2019-03-04,0228-0303深度AxX进店,2
OLay,2019-03-04,0228-0303浅度AxX进店,2
OLay,2019-03-04,0228-0303非店IxX进店,2
OLay,2019-03-04,0228-0303超级IxX进店,3
OLay,2019-03-04,0228-0303深度IxX进店,2
OLay,2019-03-04,0228-0303浅度IxX进店,2
OLay,2019-03-04,0228-0303旗店活跃PLxX进店,2
OLay,2019-03-04,0228-0303旗店非活PLxX进店,2
OLay,2019-03-04,0228-0303非店活跃PLxX进店,2
OLay,2019-03-04,0228-0303非店非活PLxX进店,2
雅培,2019-03-04,0303【辅】旗店深A行为,6
雅培,2019-03-04,0303【辅】旗舰店A行为,10
雅培,2019-03-04,0303【辅】旗舰店I行为,3
雅培,2019-03-04,0303【辅】超级用户,4
雅培,2019-03-04,0303【辅】活跃ZDY,17
雅培,2019-03-04,0303v3】非店之A,3
雅培,2019-03-04,0303v4】旗店深A,4
雅培,2019-03-04,0303v5】旗店浅A,4
雅培,2019-03-04,0303v8】非店之I,3
雅培,2019-03-04,0303v10】超I深I,5
雅培,2019-03-04,0303v11】超I浅I,5
雅培,2019-03-04,0303v13】非超I深I,5
雅培,2019-03-04,0303v14】非超I浅I,5
雅培,2019-03-04,0303v17】旗店PL活跃,3
雅培,2019-03-04,0303v18】旗店PL非活,3
雅培,2019-03-04,0303v20】非店PL活跃,3
雅培,2019-03-04,0303v21】非店PL非活,3
雅培,2019-03-04,33新增A人群,3
雅培,2019-03-04,33新增I人群,3
雅培,2019-03-04,33新增PL人群,2
雅培,2019-03-04,33原有A人群,3
雅培,2019-03-04,33原有I人群,3
雅培,2019-03-04,33原有PL人群,2
雅培,2019-03-04,33新增A-xX-UD,3
雅培,2019-03-04,33-汇总-UD,2
雅培,2019-03-04,33-汇总-优酷广告,2
雅培,2019-03-04,33-汇总-聚划算,2
雅培,2019-03-04,33-汇总-淘抢购,2
雅培,2019-03-04,33-汇总-试用中心,2
雅培,2019-03-04,33-汇总-天猫U先,1
雅培,2019-03-04,33-汇总-超级品牌日,4
雅培,2019-03-04,33-汇总-欢聚日,2
雅培,2019-03-04,33-汇总-互动吧,2
雅培,2019-03-04,33-汇总-天合流量宝,6
雅培,2019-03-04,33-汇总-品牌号,2
雅培,2019-03-04,33-汇总-淘宝头条,14
雅培,2019-03-04,33-汇总-有好货,3
雅培,2019-03-04,33-汇总-必买清单,1
雅培,2019-03-04,33-汇总-猜你喜欢,1
雅培,2019-03-04,33-汇总-直播,2
雅培,2019-03-04,33-汇总-微淘,15
雅培,2019-03-04,33-汇总-每日好店,2
雅培,2019-03-04,33-汇总-一夜霸屏,2
雅培,2019-03-04,33-汇总-品牌雷达,2
雅培,2019-03-04,33-汇总-品牌专区,2
雅培,2019-03-04,33-汇总-明星店铺,2
雅培,2019-03-04,33-汇总-钻石展位,2
雅培,2019-03-04,33-汇总-品牌特秀,2
雅培,2019-03-04,33-汇总-摇一摇,1
雅培,2019-03-04,33-汇总-菜鸟驿站,2
雅培,2019-03-04,33-汇总-线下U先,1
雅培,2019-03-04,33-汇总-智慧商圈,2
雅培,2019-03-04,33-汇总45-天猫国际,1
雅培,2019-03-04,33-汇总123-天猫国际,1
雅培,2019-03-04,33-汇总45-国际直营,1
雅培,2019-03-04,33-汇总123-国际直营,1
雅培,2019-03-04,33-汇总45-天猫超市,1
雅培,2019-03-04,33-汇总123-天猫超市,1
雅培,2019-03-04,33-汇总45-天猫旗舰店,1
雅培,2019-03-04,33-汇总123-天猫旗舰店,1
雅培,2019-03-04,33-汇总45-天猫全部,1
雅培,2019-03-04,33-汇总123-天猫全部,1
雅培,2019-03-04,33-汇总123-天猫全部,1
雅培,2019-03-04,33-汇总45-天猫其他,2
雅培,2019-03-04,33-汇总123-天猫其他,2
雅培,2019-03-04,33-汇总45-全球购,1
雅培,2019-03-04,33-汇总123-全球购,1
雅培,2019-03-04,33-汇总45-淘宝集市,1
雅培,2019-03-04,33-汇总123-淘宝集市,1
雅培,2019-03-04,33-汇总-累计会员,1
雅培,2019-03-04,33新增A-xX-UD,3
雅培,2019-03-04,33新增A-xX-优酷广告,3
雅培,2019-03-04,33新增A-xX-聚划算,3
雅培,2019-03-04,33新增A-xX-淘抢购,3
雅培,2019-03-04,33新增A-xX-试用中心,3
雅培,2019-03-04,33新增A-xX-天猫U先,2
雅培,2019-03-04,33新增A-xX-超级品牌日,5
雅培,2019-03-04,33新增A-xX-欢聚日,3
雅培,2019-03-04,33新增A-xX-互动吧,3
雅培,2019-03-04,33新增A-xX-天合流量宝,7
雅培,2019-03-04,33新增A-xX-品牌号,3
雅培,2019-03-04,33新增A-xX-淘宝头条,15
雅培,2019-03-04,33新增A-xX-有好货,4
雅培,2019-03-04,33新增A-xX-必买清单,2
雅培,2019-03-04,33新增A-xX-UD,3
雅培,2019-03-04,33新增A-xX-优酷广告,3
雅培,2019-03-04,33新增A-xX-聚划算,3
雅培,2019-03-04,33新增A-xX-淘抢购,3
雅培,2019-03-04,33新增A-xX-试用中心,3
雅培,2019-03-04,33新增A-xX-天猫U先,2
雅培,2019-03-04,33新增A-xX-超级品牌日,5
雅培,2019-03-04,33新增A-xX-欢聚日,3
雅培,2019-03-04,33新增A-xX-互动吧,3
雅培,2019-03-04,33新增A-xX-天合流量宝,7
雅培,2019-03-04,33新增A-xX-品牌号,3
雅培,2019-03-04,33新增A-xX-淘宝头条,15
雅培,2019-03-04,33新增A-xX-UD,3
雅培,2019-03-04,33新增A-xX-优酷广告,3
雅培,2019-03-04,33新增A-xX-聚划算,3
雅培,2019-03-04,33新增A-xX-淘抢购,3
雅培,2019-03-04,33新增A-xX-试用中心,3
雅培,2019-03-04,33新增A-xX-UD,3
雅培,2019-03-04,33新增A-xX-优酷广告,3
雅培,2019-03-04,33新增A-xX-聚划算,3
雅培,2019-03-04,33新增A-xX-淘抢购,3
雅培,2019-03-04,33新增A-xX-试用中心,3
雅培,2019-03-04,33新增A-xX-天猫U先,2
雅培,2019-03-04,33新增A-xX-超级品牌日,5
雅培,2019-03-04,33新增A-xX-欢聚日,3
雅培,2019-03-04,33新增A-xX-互动吧,3
雅培,2019-03-04,33新增A-xX-天合流量宝,7
雅培,2019-03-04,33新增A-xX-品牌号,3
雅培,2019-03-04,33新增A-xX-淘宝头条,15
雅培,2019-03-04,33新增A-xX-有好货,4
雅培,2019-03-04,33新增A-xX-必买清单,2
雅培,2019-03-04,33新增A-xX-猜你喜欢,2
雅培,2019-03-04,33新增A-xX-直播,3
雅培,2019-03-04,33新增A-xX-微淘,16
雅培,2019-03-04,33新增A-xX-每日好店,3
雅培,2019-03-04,33新增A-xX-一夜霸屏,3
雅培,2019-03-04,33新增A-xX-品牌雷达,3
雅培,2019-03-04,33新增A-xX-品牌专区,3
雅培,2019-03-04,33新增A-xX-明星店铺,3
雅培,2019-03-04,33新增A-xX-钻石展位,3
雅培,2019-03-04,33新增A-xX-品牌特秀,3
雅培,2019-03-04,33新增A-xX-摇一摇,2
雅培,2019-03-04,33新增A-xX-菜鸟驿站,3
雅培,2019-03-04,33新增A-xX-线下U先,2
雅培,2019-03-04,33新增A-xX-智慧商圈,3
雅培,2019-03-04,33新增A-xX-天猫国际,2
雅培,2019-03-04,33新增A-xX-国际直营,2
雅培,2019-03-04,33新增A-xX-天猫超市,2
雅培,2019-03-04,33新增A-xX-天猫旗舰店,2
雅培,2019-03-04,33新增A-xX-天猫全部,2
雅培,2019-03-04,33新增A-交集-天猫其他,3
雅培,2019-03-04,33新增A-xX-全球购,2
雅培,2019-03-04,33新增A-xX-淘宝集市,2
雅培,2019-03-04,33新增A-xX-新增会员,2
